chapter,title,verse_num,text,topic,prob
3,A PARABLE.,86,"This triple world is as dreadful as that house, overwhelmed with a number of evils, entirely inflamed on every side by a hundred different sorts of birth, old age, and disease.",2,0.7480775117874146
3,A PARABLE.,87,"But I, who am detached from the triple world and serene, am living in absolute retirement in a wood. This triple world is my domain, and those who in it are suffering from burning heat are my sons.",2,0.9488774538040161
3,A PARABLE.,88,"And I told its evils because I had resolved upon saving them, but they would not listen to me, because all of them were ignorant and their hearts attached to the pleasures of sense.",2,0.9259598851203918
3,A PARABLE.,89,"Then I employ an able device, and tell them of the three vehicles, so showing them the means of evading the numerous evils of the triple world which are known to me.",1,0.9414284229278564
3,A PARABLE.,90,"And those of my sons who adhere to me, who are mighty in the six transcendent faculties (Abhigñas) and the triple science, the Pratyekabuddhas, as well as the Bodhisattvas unable to slide back;",3,0.9370801448822021
3,A PARABLE.,91,"And those (others) who equally are my sons, to them I just now am showing, by means of this excellent allegory, the single Buddha-vehicle. Receive it; ye shall all become Ginas.",2,0.9308487176895142
3,A PARABLE.,92,"It is most excellent and sweet, the most exalted in the world, that knowledge of the Buddhas, the most high among men; it is something sublime and adorable.",1,0.9255161285400391
3,A PARABLE.,93,"The powers, meditations, degrees of emancipation and self-concentration by many hundreds of kotis, that is the exalted vehicle in which the sons of Buddha take a never-ending delight.",0,0.6370831727981567
3,A PARABLE.,94,"In playing with it they pass days and nights, fortnights, months, seasons, years, intermediate kalpas, nay, thousands of kotis of kalpas.",0,0.9457724690437317
3,A PARABLE.,95,This is the lofty vehicle of jewels which sundry Bodhisattvas and the disciples listening to the Sugata employ to go and sport on the terrace of enlightenment.,1,0.9370905160903931
3,A PARABLE.,96,"Know then, Tishya, that there is no second vehicle in this world anywhere to be found, in whatever direction thou shalt search, apart from the device (shown) by the most high among men.",2,0.9373451471328735
3,A PARABLE.,97,"Ye are my children, I am your father, who has removed you from pain, from the triple world, from fear and danger, when you had been burning for many kotis of Æons.",2,0.9313216805458069
3,A PARABLE.,98,"And I am teaching blessed rest (Nirvâna), in. so far as, though you have not yet reached (final) rest, you are delivered from the trouble of the mundane whirl, provided you seek the vehicle of the Buddhas.",0,0.7122468948364258
3,A PARABLE.,99,Any Bodhisattvas here present obey my Buddha-rules. Such is the skilfulness of the Gina that he disciplines many Bodhisattvas.,2,0.9181519746780396
3,A PARABLE.,100,"When the creatures in this world delight in low and contemptible pleasures, then the Chief of the world, who always speaks the truth, indicates pain as the (first) great truth.",2,0.9454950094223022
3,A PARABLE.,101,"And to those who are ignorant and too simple-minded to discover the root of that pain I lay open the way: 'Awaking of full consciousness, strong desire is the origin of pain.'",2,0.9492377042770386
3,A PARABLE.,102,"Always try, unattached, to suppress desire. This is my third truth, that of suppression. It is an infallible means of deliverance; for by practising this method one shall become emancipated.",4,0.9261860847473145
3,A PARABLE.,103,"And from what are they emancipated, Sâriputra? They are emancipated from chimeras. Yet they are not wholly freed; the Chief declares that they have not yet reached (final and complete) rest in this world.",1,0.9415519833564758
3,A PARABLE.,104,"Why is it that I do not pronounce one to be delivered before one's having reached the highest, supreme enlightenment? (Because) such is mywill; I am the ruler of the law, who is born in this world to lead to beatitude.",2,0.9456198215484619
3,A PARABLE.,105,"This, Sâriputra, is the closing word of my law which now at the last time I pronounce for the weal of the world including the gods. Preach it in all quarters.",0,0.9374269247055054
3,A PARABLE.,106,"And if some one speaks to you these words, 'I joyfully accept,' and with signs of utmost reverence receives this Sûtra, thou mayst consider that man to be unable to slide back.",0,0.9419856667518616
3,A PARABLE.,107,"To believe in this Sûtra one must have seen former Tathâgatas, paid honour to them, and heard a law similar to this.",2,0.5984354019165039
3,A PARABLE.,108,To believe in my supreme word one must have seen me; thou and the assembly of monks have seen all these Bodhisattvas.,2,0.9096560478210449
3,A PARABLE.,109,"This Sûtra is apt to puzzle the ignorant, and I do not pronounce it before having penetrated to superior knowledge. Indeed, it is not within the range of the disciples, nor do the Pratyekabuddhas come to it.",4,0.9412121772766113
3,A PARABLE.,110,"But thou, Siriputra, hast good will, not to speak of my other disciples here. They will walk in my faith, though each cannot have his individual knowledge.",0,0.9095914959907532
3,A PARABLE.,111,"But do not speak of this matter to haughty persons, nor to conceited ones, nor to Yogins who are not self-restrained; for the fools, always revelling in sensual pleasures, might in their blindness scorn the law manifested.",2,0.7119833827018738
3,A PARABLE.,112,"Now hear the dire results when one scorns my skilfulness and the Buddha-rules for ever fixed in the world; when one, with sullen brow, scorns the vehicle.",2,0.9418991804122925
3,A PARABLE.,113,"Hear the destiny of those who have scorned such a Sûtra like this, whether during my lifetime or after my Nirvâna, or who have wronged the monks.",3,0.9177852272987366
3,A PARABLE.,114,"After having disappeared from amongst men, they shall dwell in the lowest hell (Avîki) during a whole kalpa, and thereafter they shall fall lower and lower, the fools, passing through repeated births for many intermediate kalpas.",4,0.9546235799789429
3,A PARABLE.,115,"And when they have vanished from amongst the inhabitants of hell, they shall further descend to the condition of brutes, be even as dogs and jackals, and become a sport to others.",1,0.918908417
3,A PARABLE.,116,"Under such circumstances they shall grow blackish of colour, spotted, covered with sores, itchy; moreover, they shall be hairless and feeble, (all) those who have an aversion to my supreme enlightenment.",1,0.942004919
3,A PARABLE.,117,"They are ever despised amongst animals; hit by clods or weapons they yell; everywhere they are threatened with sticks, and their bodies are emaciated from hunger and thirst.",2,0.9378921389579773
3,A PARABLE.,118,"Sometimes they become camels or asses, carrying loads, and are beaten with whips and sticks; they are constantly occupied with thoughts of eating, the fools who have scorned the Buddharule.",2,0.9460980296134949
3,A PARABLE.,119,"At other times they become ugly jackals, half blind and crippled; the helpless creatures are vexed by the village boys, who throw clods and weapons at them.",0,0.9455819129943848
3,A PARABLE.,120,"Again shooting off from that place, those fools become animals with bodies of five hundred yoganas, whirling round, dull and lazy.",0,0.38425204157829285
3,A PARABLE.,121,"They have no feet, and creep on the belly; to be devoured by many kotis of animals is the dreadful punishment they have to suffer for having scorned a Sûtra like this.",3,0.7670814990997314
3,A PARABLE.,122,"And whenever they assume a human shape, they are born crippled, maimed, crooked, one-eyed, blind, dull, and low, they having no faith in my Sûtra.",3,0.9457150101661682
3,A PARABLE.,123,Nobody keeps their side; a putrid smell is continually issuing from their mouths; an evil spirit has entered the body of those who do not believe in this supreme enlightenment.,0,0.5491628646850586
3,A PARABLE.,124,"Needy, obliged to do menial labour, always in another's service, feeble, and subject to many diseases they go about in the world, unprotected.",4,0.9261665940284729
3,A PARABLE.,125,"The man whom they happen to serve is unwilling to give them much, and what he gives is soon lost. Such is the fruit of sinfulness.",3,0.7370326519012451
3,A PARABLE.,126,"Even the best-prepared medicaments, administered to them by able men, do, under those circumstances, but increase their illness, and the disease has no end.",0,0.9322690963745117
3,A PARABLE.,127,"Some commit thefts, affrays, assaults, or acts of hostility, whereas others commit robberies of goods; (all this) befalls the sinner.",4,0.9331653714179993
3,A PARABLE.,128,"Never does he behold the Lord of the world, the King of kings ruling the earth, for he is doomed to live at a wrong time, he who scorns my Buddha-rule.",3,0.9454090595245361
3,A PARABLE.,129,"Nor does that foolish person listen to the law; he is deaf and senseless; he never finds rest, because he has scorned this enlightenment.",3,0.9256506562232971
3,A PARABLE.,130,During many hundred thousand myriads of kotis of Æons equal to the sand of the Ganges he shall be dull and defective; that is the evil result from scorning this Sûtra.,3,0.9417608976364136
3,A PARABLE.,131,"Hell is his garden (or monastery), a place of misfortune his abode; he is continually living amongst asses, hogs, jackals, and dogs.",1,0.937157154
3,A PARABLE.,132,"And when he has assumed a human shape he is to be blind, deaf, and stupid, the servant of another, and always poor.",3,0.9099780321121216
3,A PARABLE.,133,"Diseases, myriads of kotis of wounds on the body, scab, itch, scurf, leprosy, blotch, a foul smell are, in that condition, his covering and apparel.",1,0.9493723511695862
3,A PARABLE.,134,"His sight is dim to distinguish the real. His anger appears mighty in him, and his passion is most violent; he always delights in animal wombs.",3,0.9376861453056335
3,A PARABLE.,135,"Were I to go on, Sâriputra, for a whole Æon, enumerating the evils of him who shall scorn my Sûtra, I should not come to an end.",0,0.9079204201698303
3,A PARABLE.,136,"And since I am fully aware of it, I command thee, Sâriputra, that thou shalt not expound a Sûtra like this before foolish people.",2,0.9182745218276978
3,A PARABLE.,137,"But those who are sensible, instructed, thoughtful, clever, and learned, who strive after the highest supreme enlightenment, to them expound its real meaning.",2,0.9374181032180786
3,A PARABLE.,138,"Those who have seen many kotis of Buddhas, planted immeasurably many roots of goodness, and undertaken a strong vow, to them expound its real meaning.",0,0.9413549900054932
3,A PARABLE.,139,"Those who, full of energy and ever kindhearted, have a long time been developing the feeling of kindness, have given up body and life, in their presence thou mayst preach this Sûtra.",3,0.851558506
3,A PARABLE.,140,"Those who show mutual love and respect, keep no intercourse with ignorant people, and are content to live in mountain caverns, to them expound this hallowed Sûtra.",2,0.9417321085929871
3,A PARABLE.,141,"If thou see sons of Buddha who attach themselves to virtuous friends and avoid bad friends, then reveal to them this Sûtra.",1,0.9259637594223022
3,A PARABLE.,142,"Those sons of Buddha who have not broken the moral vows, are pure like gems and jewels, and devoted to the study of the great Sûtras, before those thou mayst propound this Sûtra.",1,0.9487005472183228
3,A PARABLE.,143,"Those who are not irascible, ever sincere, full of compassion for all living beings, and respectful towards the Sugata, before those thou mayst propound this Sûtra.",1,0.8073516488075256
3,A PARABLE.,144,"To one who in the congregation, without any hesitation and distraction of mind, speaks to expound the law, with many myriads of kotis of illustrations, thou mayst manifest this Sûtra.",1,0.7221105694770813
3,A PARABLE.,145,"And he who, desirous of acquiring all-knowingness, respectfully lifts his joined hands to his head, or who seeks in all directions to find some monk of sacred eloquence;",2,0.9417874217033386
3,A PARABLE.,146,"And he who keeps (in memory) the great Ritras, while he never shows any liking for other books, nor even knows a single stanza from another work; to all of them thou mayst expound this sublime Sûtra.",3,0.945624053
3,A PARABLE.,147,"He who seeks such an excellent Sûtra as this, and after obtaining it devoutly worships it, is like the man who wears a relic of the Tathâgata he has eagerly sought for.",1,0.9406954646110535
3,A PARABLE.,148,Never mind other Satras nor other books in which a profane philosophy is taught; such books are fit for the foolish; avoid them and preach this Sûtra.,3,0.9373763799667358
3,A PARABLE.,149,"During a full Æon, Sâriputra, I could speak of thousands of kotis of (connected) points, (but this suffices); thou mayst reveal this Sûtra to all who are striving after the highest supreme enlightenment.",2,0.9450429081916809
4,DISPOSITION.,1,"We are stricken with wonder, amazement, and rapture at hearing a Voice; it is the lovely voice, the leader's voice, that so unexpectedly we hear to-day.",4,0.9416613578796387
4,DISPOSITION.,2,"In a short moment we have acquired a great heap of precious jewels such as we were not thinking of, nor requiring. All of us are astonished to hear it.",0,0.9315183758735657
4,DISPOSITION.,3,"It is like (the history of) a young, person who, seduced by foolish people, went away from his father and wandered to another country far distant.",1,0.9455172419548035
4,DISPOSITION.,4,The father was sorry to perceive that his son had run away and in his sorrow roamed the country in all directions during no less than fifty years.,4,0.9321547746658325
4,DISPOSITION.,5,"In search of his son he came to some great city, where he built a house and dwelt, blessed with all that can gratify the five senses.",1,0.9321755170822144
4,DISPOSITION.,6,"He had plenty of bullion and gold, money and corn, conch shells, stones (?), and coral; elephants, horses, and footboys; cows, cattle, and sheep;",2,0.9493880867958069
4,DISPOSITION.,7,"Interests, revenues, landed properties; male and female slaves and a great number of servants; was highly honoured by thousands of kolis and a constant favourite of the king's.",4,0.9546964168548584
4,DISPOSITION.,8,"The citizens bow to him with joined hands, as well as the villagers in the rural districts; many merchants come to him, (and) persons charged with numerous affairs.",4,0.5787531137466431
4,DISPOSITION.,9,"In such way the man becomes wealthy, but he gets old, aged, advanced in years, and he passes days and nights always sorrowful in mind on account of his son.",4,0.9492255449295044
4,DISPOSITION.,10,'It is fifty years since that foolish son has run away. I have got plenty of wealth and the hour of my death draws near.',2,0.9371828436851501
4,DISPOSITION.,11,"Meanwhile that foolish son is wandering from village to villave, poor and miserable, seeking food and clothing.",4,0.9260460734367371
4,DISPOSITION.,12,"When begging, he at one time gets something, another time he does not. He grows lean in his travels, the unwise boy, while his body is vitiated with scabs and itch.",2,0.9419078230857849
4,DISPOSITION.,13,"In course of time he in his rovings reaches the town where his father is living, and comes to his father's mansion to beg for food and raiment.",1,0.9410219788551331
4,DISPOSITION.,14,"And the wealthy, rich man happens to sit at the door on a throne under a canopy expanded in the sky and surrounded with many hundreds of living beings.",1,0.9452533721923828
4,DISPOSITION.,15,"His trustees stand round him, some of them counting money and bullion, some writing bills, some lending money on interest.",1,0.9267202019691467
4,DISPOSITION.,16,"The poor man, seeing the splendid mansion of the householder, thinks within himself: Where am I here? This man must be a king or a grandee.",1,0.7002598643302917
4,DISPOSITION.,17,Let me not incur some injury and be caught to do forced labour. With these reflections he hurried away inquiring after the road to the street of the poor.,3,0.9417878985404968
4,DISPOSITION.,18,"The rich man on the throne is glad to see his own son, and despatches messengers with the order to fetch that poor man.",4,0.9320254921913147
4,DISPOSITION.,19,"The messengers immediately seize the man, but he is no sooner caught than he faints away (as he thinks): These are certainly executioners who have approached me; what do I want clothing or food?",0,0.9492992162704468
4,DISPOSITION.,20,"On seeing it, the rich, sagacious man (thinks): This ignorant and stupid person is of low disposition and will have no faith in my magnificence', nor believe that I am his father.",3,0.6694688200950623
4,DISPOSITION.,21,"Under those circumstances he orders persons of low character, crooked, one-eyed, maimed, ill-clad, and blackish 1, to go and search that man who shall do menial work.",1,0.9492325186729431
4,DISPOSITION.,22,"'Enter my service and cleanse the putrid heap of dirt, replete with faeces and urine; I will give thee a double salary' (are the words of the message).",0,0.9423245787620544
4,DISPOSITION.,23,On hearing this call the poor man comes and cleanses the said spot; be takes up his abode there in a hovel near the mansion.,1,0.9369346499443054
4,DISPOSITION.,24,"The rich man continually observes him through the windows (and thinks): There is my son engaged in a low occupation, cleansing the heap of dirt.",2,0.941890299
4,DISPOSITION.,25,"Then he descends, takes a basket, puts on dirty garments, and goes near the man. He chides him, saying: Thou dost not perform thy work.",1,0.946170986
4,DISPOSITION.,26,"1 will give thee double salary and twice more ointment for the feet; I will give thee food with salt, potherbs, and, besides, a cloak.",3,0.9185455441474915
4,DISPOSITION.,27,"So he chides him at the time, but afterwards he wisely conciliates him (by saying): Thou dost thy work very well, indeed; thou art my son, surely; there is no doubt of it.",1,0.9263170957565308
4,DISPOSITION.,28,"Little by little he makes the man enter the house, and employs him in his service for fully twenty years, in the course of which time he succeeds in inspiring him with confidence.",3,0.9487550258636475
4,DISPOSITION.,29,"At the same time he lays up in the house gold, pearls, and crystal, draws up the sum total, and is always occupied in his mind with all that property.",3,0.5799660682678223
4,DISPOSITION.,30,"The ignorant man, who is living outside the mansion, alone in a hovel, cherishes no other ideas but of poverty, and thinks to himself: Mine are no such possessions!",2,0.9322130084037781
4,DISPOSITION.,31,The rich man perceiving this of him (thinks): My son has arrived at the consciousness of being noble. He calls together a gathering of his friends and relatives (and says): I will give all my property to this man.,2,0.9487015008926392
4,DISPOSITION.,32,"In the midst of the assembly where the king, burghers, citizens, and many merchantmen were present, he speaks thus: This is my son whom I lost a long time ago.",4,0.9417715072631836
4,DISPOSITION.,33,It is now fully fifty years-and twenty years more during which I have seen him-that he disappeared from such and such a place and that in his search I came to this place.,4,0.9183918833732605
4,DISPOSITION.,34,He is owner of all my property; to him I leave it all and entirely; let him do with it what he wants; I give him my whole family property.,2,0.909969687
4,DISPOSITION.,35,"And the (poor) man is struck with surprise; remembering his former poverty, his low disposition 1, and as he receives those good things of his father's and the family property, he thinks: Now am I a happy man.",2,0.9545873999595642
4,DISPOSITION.,36,"In like manner has the leader, who knows our low disposition (or position), not declared to us: 'Ye shall become Buddhas,' but, 'Ye are, certainly, my disciples and sons.'",3,0.7678289413452148
4,DISPOSITION.,37,"And the Lord of the world enjoins us: Teach, Kâsyapa, the superior path to those that strive to attain the highest summit of enlightenment, the path by following which they are to become Buddhas.",1,0.7949307560920715
4,DISPOSITION.,38,"Being thus ordered by the Sugata, we show the path to many Bodhisattvas of great might, by means of myriads of kolis of illustrations and proofs.",4,0.6354568004608154
4,DISPOSITION.,39,"And by hearing us the sons of Gina realise that eminent path to attain enlightenment, and in that case receive the prediction that they are to become Buddhas in this world.",3,0.8165948987007141
4,DISPOSITION.,40,"Such is the work we are doing strenuously, preserving this law-treasure and revealing it to the sons of Gina, in the manner of that man who had deserved the confidence of that (other man).",3,0.9414703845977783
4,DISPOSITION.,41,"Yet, though we diffuse the Buddha-treasure we feel ourselves to be poor; we do not require the knowledge of the Gina, and yet, at the same time, we reveal it.",3,0.9257321953773499
4,DISPOSITION.,42,"We fancy an individual [i.e. separate] Nirvâna; so far, no further does our knowledge reach; nor do we ever rejoice at hearing of the divisions of Buddha-fields.",1,0.937241793
4,DISPOSITION.,43,"All these laws are faultless, unshaken, exempt from destruction and commencement; but there is no law-' in them. When we hear this, however, we cannot believe.",4,0.9182236790657043
4,DISPOSITION.,44,We have put aside all aspiration to superior Buddha-knowledge a long time ago; never have we devoted ourselves to it. This is the last and decisive word spoken by the Gina.,2,0.4870223104953766
4,DISPOSITION.,45,"In this bodily existence, closing with Nirvâna, we have continually accustomed our thoughts to the void; we have been released from the evils of the triple world we were suffering from, and have accomplished the command of the Gina.",1,0.9519624710083008
4,DISPOSITION.,46,"To whom(soever) among the sons of Gina who in this world are on the road to superior enlightenment we revealed (the law), and whatever law we taught, we never had any predilection for it.",2,0.9371719360351562
4,DISPOSITION.,47,"And the Master of the world, the Self-born one, takes no notice of us, waiting his time; he does not explain the real connection of the things, as he is testing our disposition.",0,0.9455238580703735
4,DISPOSITION.,48,"Able in applying devices at the right time, like that rich man (he says): 'Be constant in subduing your low disposition,' and to those who are subdued he gives his wealth.",1,0.9520334601402283
4,DISPOSITION.,49,"It is a very difficult task which the Lord of the world is performing, (a task) in which he displays his skilfulness, when he tames his sons of low disposition and thereupon imparts to them his knowledge.",0,0.944824219
4,DISPOSITION.,50,"On a sudden have we to-day been seized with surprise, just as the poor man who acquired riches; now for the first time have we obtained the fruit under the rule of Buddha, (a fruit) as excellent as faultless.",0,0.9520995616912842
4,DISPOSITION.,51,"As we have always observed the moral precepts under the rule of the Knower of the world, we now receive the fruit of that morality which we have formerly practised.",3,0.9258989095687866
4,DISPOSITION.,52,"Now have we obtained the egregious, hallowed, exalted, and perfect fruit of our having observed an excellent and pure spiritual life under the rule of the Leader.",2,0.9448692202568054
4,DISPOSITION.,53,"Now, O Lord, are we disciples, and we shall proclaim supreme enlightenment everywhere, reveal the word of enlightenment, by which we are formidable disciples.",1,0.9256764054298401
4,DISPOSITION.,54,"Now have we become Arhats, O Lord; and deserving of the worship of the world, including the gods, Mâras and Brahmas, in short, of all beings.",0,0.931863546
4,DISPOSITION.,55,"Who is there, even were he to exert himself during kotis of Æons, able to thwart thee, who accomplishes in this world of mortals such difficult things as those, and others even more difficult I?",1,0.9321690797805786
4,DISPOSITION.,56,"It would be difficult to offer resistance with hands, feet, head, shoulder, or breast, (even were one to try) during as many complete Æons as there are grains of sand in the Ganges.",4,0.9451231956481934
4,DISPOSITION.,57,"One may charitably give food, soft and solid, clothing, drink, a place for sleeping and sitting, with clean coverlets; one may build monasteries of sandal-wood, and after furnishing them with double pieces of fine white muslin, present them;",4,0.7955565452575684
4,DISPOSITION.,58,"One may be assiduous in giving medicines of various kinds to the sick, in honour of the Sugata; one may spend alms during as many Æons as there are grains of sand in the Ganges-even then one will not be able to offer resistance.",4,0.9518321752548218
4,DISPOSITION.,59,"Of sublime nature, unequalled power, miraculous might, firm in the strength of patience is the Buddha; a great ruler is the Gina, free from imperfections. The ignorant cannot bear (or understand) such things as these.",3,0.9570959806442261
4,DISPOSITION.,60,"Always returning, he preaches the law to those whose course (of life) is conditioned, he, the Lord of the law, the Lord of all the world, the great Lord, the Chief among the leaders of the world.",3,0.9488112330436707
4,DISPOSITION.,61,"Fully aware of the circumstances (or places) of (all) beings he indicates their duties, so multifarious, and considering the variety of their dispositions he inculcates the law with thousands of arguments.",2,0.9480114579200745
4,DISPOSITION.,62,"He, the Tathâgata, who is fully aware of the course of all beings and individuals, preaches a multifarious law, while pointing to this superior enlightenment.",2,0.9365681409835815
5,ON PLANTS.,1,"I am the Dharmarâga, born in the world as the destroyer of existence. I declare the law to all beings after discriminating their dispositions.",2,0.9260149002075195
5,ON PLANTS.,2,"Superior men of wise understanding guard the word, guard the mystery, and do not reveal it to living beings.",1,0.9317390322685242
5,ON PLANTS.,3,"That science is difficult to be understood; the simple, if hearing it on a sudden, would be perplexed; they would in their ignorance fall out of the way and go astray.",1,0.9319780468940735
5,ON PLANTS.,4,I speak according to their reach and faculty; by means of various meanings I accommodate my view (or the theory).,3,0.9182265400886536
5,ON PLANTS.,5,"It is, Kâsyapa, as if a cloud rising above the horizon shrouds all space (in darkness) and covers the earth.",1,0.9187453985214233
5,ON PLANTS.,6,"That great rain-cloud big with water, is wreathed with flashes of lightning and rouses with its thundering call all creatures.",1,0.9321889877319336
5,ON PLANTS.,7,"By warding off the sunbeams, it cools the region; and gradually lowering so as to come in reach of hands, it begins pouring down its water all around.",0,0.9379051327705383
5,ON PLANTS.,8,"And so, flashing on every side, it pours out an abundant mass of water equally, and refreshes this earth.",1,0.6884734630584717
5,ON PLANTS.,9,"And all herbs which have sprung up on the face of the earth, all grasses, shrubs, forest trees, other trees small and great;",3,0.9325183033943176
5,ON PLANTS.,10,"The various field fruits and whatever is green; all plants on hills, in caves and thickets;",3,0.8981590270996094
5,ON PLANTS.,11,"All those grasses, shrubs, and trees are vivified by the cloud that both refreshes the thirsty earth and waters the herbs.",3,0.9266603589057922
5,ON PLANTS.,12,Grasses and shrubs absorb the water of one essence which issues from the cloud according to their faculty and reach.,3,0.9260441660881042
5,ON PLANTS.,13,"And all trees, great, small, and mean, drink that water according to their growth and faculty, and grow lustily.",4,0.9316776990890503
5,ON PLANTS.,14,"The great plants whose trunk, stalk, bark, twigs, pith, and leaves are moistened by the water from the cloud develop their blossoms and fruits.",1,0.9454065561294556
5,ON PLANTS.,15,"They yield their products, each according to its own faculty, reach, and the particular nature of the germ; still the water emitted (from the cloud) is of but one essence.",3,0.9374790191650391
5,ON PLANTS.,16,"In the same way, Kâsyapa, the Buddha comes into the world like a rain-cloud, and, once born, he, the world's Lord, speaks and shows the real course of life.",3,0.9516204595565796
5,ON PLANTS.,17,"And the great Seer, honoured in the world, including the gods, speaks thus: I am the Tathâgata, the highest of men, the Gina; I have appeared in this world like a cloud.",3,0.9490195512771606
5,ON PLANTS.,18,"I shall refresh all beings whose bodies are withered, who are clogged to the triple world. I shall bring to felicity those that are pining away with toils, give them pleasures and (final) rest.",1,0.9488232731819153
5,ON PLANTS.,19,"Hearken to me, ye hosts of gods and men; approach to behold me: I am the Tathâgata, the Lord, who has no superior, who appears in this world to save.",0,0.9369484186172485
5,ON PLANTS.,20,"To thousands of kotis of living beings I preach a pure and most bright law that has but one scope, to wit, deliverance and rest.",3,0.9374755620956421
5,ON PLANTS.,21,"I preach with ever the same voice, constantly taking enlightenment as my text. For this is equal for all; no partiality is in it, neither hatred nor affection.",3,0.9262144565582275
5,ON PLANTS.,22,"I am inexorable, bear no love nor hatred towards any one, and proclaim the law to all creatures without distinction, to the one as well as the other.",3,0.9094951748847961
5,ON PLANTS.,23,"Whether walking, standing, or sitting, I am exclusively occupied with this task of proclaiming the law. I never get tired of sitting on the chair I have ascended.",2,0.9361766576766968
5,ON PLANTS.,24,I recreate the whole world like a cloud shedding its water without distinction; I have the same feelings for respectable people as for the low; for moral persons as for the immoral;,1,0.9453835487365723
5,ON PLANTS.,25,For the depraved as for those who observe the rules of good conduct; for those who hold sectarian views and unsound tenets as for those whose views are sound and correct.,4,0.9415188431739807
5,ON PLANTS.,26,"I preach the law to the inferior (in mental culture) as well as to persons of superior understanding and extraordinary faculties; inaccessible to weariness, I spread in season the rain of the law.",3,0.952296793
5,ON PLANTS.,27,"After hearing me, each according to his faculty, the several beings find their determined place in various situations, amongst gods, men, beautiful beings, amongst Indras, Brahmas, or the monarchs, rulers of the universe.",4,0.8856572508811951
5,ON PLANTS.,28,"Hear, now, I am going to explain what is meant by those plants of different size, some of them being low in the world, others middle-sized and great.",4,0.5891489386558533
5,ON PLANTS.,29,"Small plants are called the men who walk in the knowledge of the law, which is free from evil after the attaining of Nirvâna, who possess the six transcendent faculties and the triple science.",4,0.7543604969978333
5,ON PLANTS.,30,"Mean plants are called the men who, dwelling in mountain caverns, covet the state of a Pratyekabuddha, and whose intelligence is moderately purified.",3,0.5689953565597534
5,ON PLANTS.,31,"Those who aspire to become leading men (thinking), I will become a Buddha, a chief of gods and men, and who practise exertion and meditation, are called the highest plants.",0,0.8302181363105774
5,ON PLANTS.,32,"But the sons of Sugata, who sedulously practise benevolence and a peaceful conduct, who have arrived at certainty about their being leading men, these are called trees.",2,0.9416722059249878
5,ON PLANTS.,33,"Those who move forward the wheel that never rolls back, and with manly strength stand firm in the exercise of miraculous power, releasing many kolis of beings, those are called great trees.",3,0.9522576332092285
5,ON PLANTS.,34,"Yet it is one and the same law which is preached by the Gina, like the water emitted by the cloud is one and the same; different only are the faculties as described, just as the plants on the face of the earth.",3,0.9418357014656067
5,ON PLANTS.,35,"By this parable thou mayst understand the skilfulness of the Tathâgata, how he preaches one law, the various developments whereof may be likened to drops of rain.",2,0.9310745596885681
5,ON PLANTS.,36,I also pour out rain: the rain of the law by which this whole world is refreshed; and each according to his faculty takes to heart this wellspoken law that is one in its essence.,2,0.8962419629096985
5,ON PLANTS.,37,"Even as all grasses and shrubs, as well as plants of middle size, trees and great trees at the time of rain look bright in all quarters;",3,0.9421146512031555
5,ON PLANTS.,38,"So it is the very nature of the law to promote the everlasting weal of the world; by the law the whole world is recreated, and as the plants (when refreshed) expand their blossoms, the world does the same when refreshed.",2,0.949196458
5,ON PLANTS.,39,"The plants that in their growth remain middle-sized, are Arhats (saints) stopping when they have overcome frailties, (and) the Pratyekabuddhas who, living in woody thickets, accomplish this well-spoken law.",0,0.954809844
5,ON PLANTS.,40,"(But) the many Bodhisattvas who, thoughtful and wise, go their way all over the triple world, striving after supreme enlightenment, they continue increasing in growth like trees.",2,0.48597249388694763
5,ON PLANTS.,41,"Those who, endowed with magical powers and being adepts in the four degrees of meditation, feel delight at hearing of complete voidness and emit thousands of rays, they are called the great trees on earth.",3,0.9570013880729675
5,ON PLANTS.,42,"So then, Kâsyapa, is the preaching of the law, like the water poured out by the cloud everywhere alike; by which plants and men(?) thrive, endless (and eternal) blossoms (are produced).",2,0.716708243
5,ON PLANTS.,43,I reveal the law which has its cause in itself; at due time I show Buddha-enlightenment; this is my supreme skilfulness and that of all leaders of the world.,2,0.925207257
5,ON PLANTS.,44,What I here say is true in the highest sense of the word; all my disciples attain Nirvâna; by following the sublime path of enlightenment all my disciples shall become Buddhas.,1,0.9414188265800476
5,ON PLANTS.,45,"As the rays of the sun and moon descend alike on all men, good and bad, without deficiency (in one case) or surplus (in the other);",0,0.9321218132972717
5,ON PLANTS.,46,"So the wisdom of the Tathâgata shines like the sun and moon, leading all beings without partiality.",1,0.9185068011283875
5,ON PLANTS.,47,"As the potter, making clay vessels, produces from the same clay pots for sugar, milk, ghee, or water;",3,0.9326603412628174
5,ON PLANTS.,48,"Some for impurities, others for curdled milk, the clay used by the artificer for the vessels being of but one sort;",1,0.8988995552062988
5,ON PLANTS.,49,"As a vessel is made to receive all its distinguishing qualities according to the quality of the substance laid into it, so the Tathâgatas, on account of the diversity of taste,",2,0.93723011
5,ON PLANTS.,50,"Mention a diversity of vehicles, though the Buddha-vehicle be the only indisputable one. He who ignores the rotation of mundane existence, has no perception of blessed rest;",2,0.9416671395301819
5,ON PLANTS.,51,But he who understands that all laws are void and without reality (and without individual character) penetrates the enlightenment of the perfectly enlightened Lords in its very essence.,0,0.9370555877685547
